time,desired_yaw,actual_yaw,w_command,v_command
1749758412.8173,-1.8371,-0.4590,-0.6553,-0.3000
1749758412.9403,-1.7698,-0.5419,-0.6348,-0.3000
1749758413.0634,-1.7231,-0.6221,-0.6228,-0.3000
1749758413.2224,-1.6986,-0.7256,-0.6197,-0.3000
1749758413.3963,-1.6372,-0.8383,-0.6012,-0.3000
1749758413.5415,-1.6759,-0.9251,-0.6231,-0.3000
1749758413.6816,-1.6661,-1.0105,-0.6240,-0.3000
1749758413.8059,-1.6655,-1.0836,-0.6283,-0.3000
1749758413.9378,-1.7244,-1.1709,-0.6561,-0.3000
1749758414.0644,-1.7134,-1.2460,-0.6546,-0.3000
1749758414.1891,-1.7050,-1.3221,-0.6545,-0.3000
1749758414.3146,-1.7728,-1.4008,-0.6852,-0.3000
1749758414.4741,-1.7392,-1.5055,-0.6740,-0.3000
1749758414.5986,-1.7343,-1.5991,-0.6752,-0.3000
1749758414.7241,-1.8227,-1.6809,-0.7142,-0.3000
1749758414.8485,-1.8497,-1.7618,-0.7269,-0.3000
1749758414.9766,-1.8660,-1.8436,-0.7354,-0.3000
1749758415.1006,-1.9106,-1.9441,-0.7555,-0.3000
1749758415.2236,-2.0994,-2.0317,-0.8000,-0.3000
1749758415.3446,-2.0635,-2.1207,-0.8000,-0.3000
1749758415.4676,-1.9229,-2.2121,-0.7627,-0.3000
1749758415.5898,-1.7398,-2.3078,-0.6936,-0.3000
1749758415.7133,-1.5520,-2.4033,-0.6256,-0.3000
1749758415.8413,-1.3435,-2.5092,-0.5513,-0.3000
1749758415.9665,-1.1781,-2.5933,-0.4961,-0.3000
1749758416.0981,-1.0268,-2.6701,-0.4468,-0.3000
1749758416.2234,-0.8682,-2.7506,-0.3945,0.1156
1749758416.3674,-0.7289,-2.8214,-0.3499,0.3000
1749758416.4904,-0.6248,-2.8742,-0.3190,0.3000
1749758416.6125,-0.5324,-2.9210,-0.2918,0.3000
1749758416.7371,-0.4497,-2.9628,-0.2675,0.3000
1749758416.8628,-0.3631,-3.0065,-0.2407,0.3000
1749758416.9872,-0.2955,-3.0405,-0.2209,0.3000
1749758417.1201,-0.2331,-3.0719,-0.2024,0.3000
1749758417.2461,-0.1680,-3.1045,-0.1821,0.3000
1749758417.3721,-0.1168,-3.1301,-0.1669,0.3000
1749758417.4986,-0.0696,3.1295,-0.1527,0.3000
1749758417.6185,-0.0268,3.1081,-0.1289,0.3000
1749758417.7395,0.0124,3.0885,-0.1331,0.3000
1749758417.8601,0.0481,3.0707,-0.1361,0.3000
1749758417.9813,0.0794,3.0550,-0.1062,0.3000
1749758418.1040,0.1116,3.0389,-0.0961,0.3000
1749758418.2330,0.1475,3.0209,-0.0841,0.3000
1749758418.3550,0.1720,3.0086,-0.0766,0.3000
1749758418.4793,0.1939,2.9976,-0.0698,0.3000
1749758418.6049,0.2133,2.9878,-0.0636,0.3000
1749758418.7954,0.2418,2.9733,-0.0535,0.3000
1749758418.9523,0.2618,2.9631,-0.0468,0.3000
1749758419.0783,0.2750,2.9563,-0.0427,0.3000
1749758419.2260,0.2886,2.9493,-0.0381,0.3000
1749758419.3504,0.3006,2.9430,-0.0339,0.3000
1749758419.4714,0.3098,2.9382,-0.0307,0.3000
1749758419.5930,0.3181,2.9338,-0.0277,0.3000
1749758419.7169,0.3254,2.9299,-0.0250,0.3000
1749758419.8478,0.3320,2.9264,-0.0224,0.3000
1749758419.9717,0.3389,2.9227,-0.0196,0.3000
1749758420.0972,0.3441,2.9198,-0.0174,0.3000
1749758420.2228,0.3487,2.9173,-0.0154,0.3000
1749758420.3510,0.3526,2.9151,-0.0136,0.3000
1749758420.4800,0.3567,2.9127,-0.0116,0.3000
1749758420.6058,0.3597,2.9110,-0.0100,0.3000
1749758420.7286,0.3622,2.9094,-0.0086,0.3000
1749758420.8531,0.3644,2.9081,-0.0073,0.3000
1749758420.9784,0.3664,2.9068,-0.0060,0.3000
1749758421.1003,0.3678,2.9058,-0.0049,0.3000
1749758421.2287,0.3689,2.9050,-0.0038,0.3000
1749758421.3558,0.3698,2.9043,-0.0029,0.3000
1749758421.4804,0.3704,2.9037,-0.0020,0.3000
1749758421.6099,0.3707,2.9033,-0.0013,0.3000
1749758421.7436,0.3708,2.9030,-0.0006,0.3000
1749758421.8698,0.3707,2.9028,0.0001,0.3000
1749758422.0161,0.3703,2.9027,0.0007,0.3000
1749758422.1469,0.3698,2.9026,0.0012,0.3000
1749758422.2736,0.3692,2.9027,0.0017,0.3000
1749758422.3974,0.3685,2.9028,0.0022,0.3000
1749758422.5195,0.3676,2.9030,0.0025,0.3000
1749758422.6456,0.3667,2.9032,0.0029,0.3000
1749758422.7731,0.3656,2.9035,0.0033,0.3000
1749758422.8966,0.3645,2.9038,0.0036,0.3000
1749758423.0222,0.3631,2.9042,0.0038,0.3000
1749758423.1448,0.3618,2.9046,0.0041,0.3000
1749758423.2839,0.3602,2.9051,0.0043,0.3000
1749758423.4364,0.3586,2.9057,0.0044,0.3000
1749758423.5617,0.3569,2.9063,0.0045,0.3000
1749758423.6866,0.3554,2.9068,0.0047,0.3000
1749758423.8122,0.3539,2.9073,0.0049,0.3000
1749758423.9416,0.3524,2.9079,0.0051,0.3000
1749758424.0694,0.3505,2.9086,0.0052,0.3000
1749758424.1796,0.3492,2.9091,0.0054,0.3000
1749758424.2927,0.3475,2.9097,0.0056,0.3000
1749758424.4149,0.3458,2.9103,0.0057,0.3000
1749758424.5210,0.3444,2.9109,0.0059,0.3000
1749758424.6462,0.3424,2.9117,0.0059,0.3000
1749758424.8053,0.3400,2.9126,0.0057,0.3000
1749758424.9300,0.3382,2.9133,0.0058,0.3000
1749758425.0513,0.3364,2.9140,0.0059,0.3000
1749758425.1800,0.3346,2.9147,0.0060,0.3000
1749758425.2867,0.3329,2.9154,0.0060,0.3000
1749758425.3968,0.3314,2.9160,0.0062,0.3000
1749758425.5434,0.3293,2.9168,0.0062,0.3000
1749758425.6547,0.3275,2.9176,0.0062,0.3000
1749758425.7651,0.3259,2.9182,0.0064,0.3000
1749758425.8789,0.3241,2.9189,0.0064,0.3000
1749758426.0293,0.3219,2.9198,0.0063,0.3000
1749758426.1569,0.3198,2.9207,0.0062,0.3000
1749758426.2787,0.3179,2.9215,0.0062,0.3000
1749758426.3984,0.3161,2.9222,0.0062,0.3000
1749758426.5278,0.3143,2.9229,0.0063,0.3000
1749758426.6590,0.3122,2.9238,0.0062,0.3000
1749758426.7850,0.3104,2.9246,0.0062,0.3000
1749758426.9233,0.3083,2.9254,0.0061,0.3000
1749758427.0367,0.3065,2.9262,0.0061,0.3000
1749758427.1737,0.3047,2.9269,0.0061,0.3000
1749758427.3137,0.3027,2.9278,0.0060,0.3000
1749758427.4260,0.3009,2.9285,0.0061,0.3000
1749758427.5558,0.2989,2.9293,0.0060,0.3000
1749758427.6787,0.2971,2.9301,0.0060,0.3000
1749758427.8427,0.2949,2.9310,0.0058,0.3000
1749758427.9924,0.2929,2.9319,0.0057,0.3000
1749758428.1132,0.2912,2.9326,0.0057,0.3000
1749758428.2222,0.2895,2.9333,0.0058,0.3000
1749758428.3358,0.2882,2.9338,0.0059,0.3000
1749758428.4694,0.2863,2.9346,0.0059,0.3000
1749758428.5862,0.2846,2.9353,0.0059,0.3000
1749758428.7149,0.2830,2.9361,0.0059,0.3000
1749758428.8524,0.2810,2.9369,0.0058,0.3000
1749758428.9755,0.2794,2.9376,0.0058,0.3000
1749758429.0938,0.2777,2.9383,0.0058,0.3000
1749758429.2100,0.2761,2.9390,0.0058,0.3000
1749758429.3395,0.2745,2.9397,0.0058,0.3000
1749758429.4732,0.2726,2.9405,0.0057,0.3000
1749758429.5989,0.2710,2.9412,0.0057,0.3000
1749758429.7154,0.2694,2.9419,0.0057,0.3000
1749758429.8292,0.2678,2.9426,0.0058,0.3000
1749758429.9660,0.2659,2.9434,0.0057,0.3000
1749758430.0914,0.2644,2.9441,0.0057,0.3000
1749758430.2219,0.2628,2.9448,0.0057,0.3000
1749758430.3531,0.2610,2.9455,0.0056,0.3000
1749758430.4679,0.2594,2.9462,0.0056,0.3000
1749758430.5935,0.2579,2.9469,0.0056,0.3000
1749758430.7025,0.2566,2.9475,0.0057,0.3000
1749758430.8153,0.2551,2.9481,0.0057,0.3000
1749758430.9372,0.2535,2.9488,0.0057,0.3000
1749758431.0481,0.2520,2.9495,0.0057,0.3000
1749758431.1597,0.2507,2.9501,0.0057,0.3000
1749758431.2694,0.2492,2.9507,0.0057,0.3000
1749758431.3924,0.2476,2.9514,0.0057,0.3000
1749758431.5136,0.2461,2.9521,0.0057,0.3000
1749758431.6265,0.2448,2.9527,0.0057,0.3000
1749758431.7470,0.2433,2.9534,0.0057,0.3000
1749758431.8634,0.2418,2.9540,0.0057,0.3000
1749758431.9907,0.2400,2.9548,0.0055,0.3000
1749758432.1041,0.2390,2.9553,0.0057,0.3000
1749758432.2153,0.2374,2.9560,0.0057,0.3000
1749758432.3271,0.2362,2.9565,0.0057,0.3000
1749758432.4436,0.2347,2.9572,0.0057,0.3000
1749758432.5556,0.2332,2.9579,0.0057,0.3000
1749758432.6653,0.2319,2.9585,0.0057,0.3000
1749758432.8012,0.2302,2.9593,0.0056,0.3000
1749758432.9164,0.2287,2.9600,0.0055,0.3000
1749758433.0289,0.2274,2.9605,0.0056,0.3000
1749758433.1473,0.2260,2.9612,0.0055,0.3000
1749758433.2687,0.2245,2.9619,0.0055,0.3000
1749758433.3811,0.2230,2.9625,0.0054,0.3000
1749758433.4960,0.2218,2.9631,0.0055,0.3000
1749758433.6174,0.2204,2.9637,0.0055,0.3000
1749758433.7293,0.2190,2.9644,0.0054,0.3000
1749758433.8378,0.2178,2.9649,0.0055,0.3000
1749758433.9597,0.2161,2.9657,0.0053,0.3000
1749758434.0843,0.2147,2.9664,0.0053,0.3000
1749758434.2083,0.2133,2.9670,0.0052,0.3000
1749758434.3273,0.2119,2.9676,0.0052,0.3000
1749758434.4465,0.2106,2.9683,0.0052,0.3000
1749758434.5621,0.2092,2.9689,0.0051,0.3000
1749758434.6818,0.2083,2.9693,0.0053,0.3000
1749758434.8052,0.2070,2.9699,0.0052,0.3000
1749758434.9280,0.2056,2.9705,0.0052,0.3000
1749758435.0412,0.2043,2.9712,0.0051,0.3000
1749758435.1564,0.2029,2.9718,0.0051,0.3000
1749758435.2790,0.2016,2.9724,0.0051,0.3000
1749758435.4180,0.2001,2.9731,0.0049,0.3000
1749758435.5417,0.1988,2.9737,0.0049,0.3000
1749758435.6550,0.1975,2.9743,0.0049,0.3000
1749758435.7729,0.1964,2.9748,0.0049,0.3000
1749758435.8979,0.1950,2.9755,0.0048,0.3000
1749758436.0337,0.1937,2.9761,0.0048,0.3000
1749758436.1666,0.1923,2.9768,0.0047,0.3000
1749758436.3366,0.1905,2.9777,0.0044,0.3000
1749758436.5030,0.1889,2.9784,0.0042,0.3000
1749758436.6593,0.1874,2.9791,0.0041,0.3000
1749758436.7702,0.1864,2.9795,0.0042,0.3000
1749758436.8814,0.1854,2.9800,0.0042,0.3000
1749758436.9913,0.1845,2.9805,0.0043,0.3000
1749758437.1085,0.1834,2.9810,0.0044,0.3000
1749758437.2388,0.1822,2.9816,0.0043,0.3000
1749758437.3698,0.1811,2.9821,0.0043,0.3000
1749758437.4863,0.1800,2.9826,0.0043,0.3000
1749758437.6143,0.1789,2.9831,0.0043,0.3000
1749758437.7414,0.1776,2.9837,0.0042,0.3000
1749758437.8603,0.1765,2.9842,0.0042,0.3000
1749758437.9714,0.1757,2.9847,0.0043,0.3000
1749758438.0818,0.1746,2.9852,0.0043,0.3000
1749758438.2179,0.1738,2.9857,0.0044,0.3000
1749758438.3518,0.1851,2.9863,0.0093,0.3000
1749758438.4733,0.1944,2.9868,0.0133,0.3000
1749758438.6101,0.2031,2.9877,0.0169,0.3000
1749758438.7219,0.2089,2.9888,0.0192,0.3000
1749758438.8339,0.2119,2.9905,0.0204,0.3000
1749758438.9655,0.2237,2.9930,0.0253,0.3000
1749758439.0936,0.2234,2.9953,0.0251,0.3000
1749758439.2152,0.2269,2.9980,0.0267,0.3000
1749758439.3264,0.2219,3.0011,0.0248,0.3000
1749758439.4379,0.2315,3.0036,0.0291,0.3000
1749758439.5493,0.2401,3.0068,0.0327,0.3000
1749758439.6607,0.2400,3.0093,0.0328,0.3000
1749758439.7754,0.2440,3.0129,0.0346,0.3000
1749758439.8941,0.2537,3.0169,0.0388,0.3000
1749758440.0089,0.2496,3.0209,0.0373,0.3000
1749758440.1427,0.2795,3.0252,0.0497,0.3000
1749758440.2588,0.2650,3.0298,0.0436,0.3000
1749758440.3953,0.3542,3.0357,0.0799,0.3000
1749758440.5116,0.3190,3.0413,0.0645,0.3000
1749758440.6249,0.3319,3.0459,0.0697,0.3000
1749758440.7454,0.2438,3.0549,0.0342,0.3000
1749758440.8904,0.2149,3.0656,0.0243,0.3000
1749758441.0025,0.1381,3.0715,-0.0048,0.3000
1749758441.1187,0.1799,3.0754,0.0149,0.3000
1749758441.2405,0.1378,3.0778,-0.0008,0.3000
1749758441.3544,0.1149,3.0778,-0.0083,0.3000
1749758441.4704,0.1768,3.0791,0.0184,0.3000
1749758441.5982,0.1979,3.0787,0.0270,0.3000
1749758441.7213,0.1807,3.0784,0.0200,0.3000
1749758441.8480,0.1795,3.0810,0.0198,0.3000
1749758441.9715,0.1501,3.0840,0.0084,0.3000
1749758442.0844,0.1506,3.0864,0.0094,0.3000
1749758442.2056,0.1543,3.0885,0.0116,0.3000
1749758442.3816,0.1546,3.0901,0.0122,0.3000
1749758442.5517,0.1470,3.0920,0.0096,0.3000
1749758442.7085,0.1460,3.0939,0.0098,0.3000
1749758442.8188,0.2041,3.0952,0.0336,0.3000
1749758442.9370,0.1616,3.0963,0.0159,0.3000
1749758443.0512,0.1672,3.0976,0.0186,0.3000
1749758443.1722,0.1501,3.1013,0.0121,0.3000
1749758443.2996,0.1647,3.1037,0.0186,0.3000
1749758443.4364,0.1518,3.1055,0.0136,0.3000
1749758443.5578,0.1383,3.1073,0.0087,0.3000
1749758443.7156,0.1839,3.1099,0.0278,0.3000
1749758443.8554,0.1494,3.1114,0.0136,0.3000
