time,desired_yaw,actual_yaw,w_command,v_command
1749758017.5762,-0.2054,-2.2554,-0.0670,-0.3000
1749758017.7038,-0.2097,-2.2652,-0.0652,-0.3000
1749758017.8240,-0.2134,-2.2733,-0.0635,-0.3000
1749758017.9412,-0.2171,-2.2813,-0.0619,-0.3000
1749758018.0579,-0.2208,-2.2890,-0.0602,-0.3000
1749758018.1790,-0.2245,-2.2966,-0.0585,-0.3000
1749758018.3125,-0.2281,-2.3039,-0.0568,-0.3000
1749758018.4404,-0.2324,-2.3122,-0.0549,-0.3000
1749758018.5651,-0.2361,-2.3191,-0.0532,-0.3000
1749758018.7124,-0.2404,-2.3269,-0.0512,-0.3000
1749758018.8454,-0.2448,-2.3345,-0.0493,-0.3000
1749758018.9843,-0.2491,-2.3418,-0.0473,-0.3000
1749758019.1102,-0.2528,-2.3478,-0.0456,-0.3000
1749758019.2377,-0.2565,-2.3536,-0.0439,-0.3000
1749758019.3687,-0.2608,-2.3601,-0.0419,-0.3000
1749758019.4874,-0.2645,-2.3655,-0.0401,-0.3000
1749758019.6070,-0.2682,-2.3707,-0.0384,-0.3000
1749758019.7283,-0.2720,-2.3756,-0.0366,-0.3000
1749758019.8631,-0.2757,-2.3803,-0.0348,-0.3000
1749758019.9897,-0.2800,-2.3856,-0.0327,-0.3000
1749758020.1212,-0.2838,-2.3899,-0.0309,-0.3000
1749758020.2539,-0.2882,-2.3946,-0.0288,-0.3000
1749758020.4089,-0.2932,-2.3996,-0.0265,-0.3000
