time,desired_yaw,actual_yaw,w_command,v_command
1749757946.4242,0.0000,-0.0000,-0.0000,0.3000
1749757946.5421,0.0000,-0.0000,-0.0000,0.3000
1749757946.6660,0.0000,-0.0000,-0.0000,0.3000
1749757946.7925,0.0000,-0.0000,-0.0000,0.3000
1749757946.9365,0.0000,-0.0000,-0.0000,0.3000
1749757947.0810,0.0000,-0.0000,-0.0000,0.3000
1749757947.1881,0.0000,-0.0000,-0.0000,0.3000
1749757947.3043,0.0000,-0.0000,-0.0000,0.3000
1749757947.4252,0.0000,-0.0000,-0.0000,0.3000
1749757947.5358,0.0000,-0.0000,-0.0000,0.3000
1749757947.6458,0.0000,-0.0000,-0.0000,0.3000
1749757947.7568,0.0000,-0.0000,-0.0000,0.3000
1749757947.8680,0.0000,-0.0000,-0.0000,0.3000
1749757947.9873,0.0000,-0.0000,-0.0000,0.3000
1749757948.1092,0.0000,-0.0000,-0.0000,0.3000
1749757948.2222,0.0000,-0.0000,-0.0000,0.3000
1749757948.3336,0.0000,-0.0000,-0.0000,0.3000
1749757948.4543,0.0000,-0.0000,-0.0000,0.3000
1749757948.5720,0.0000,-0.0000,-0.0000,0.3000
1749757948.6888,0.0000,-0.0000,-0.0000,0.3000
1749757948.8027,0.0000,-0.0000,-0.0000,0.3000
1749757948.9359,0.0000,-0.0000,-0.0000,0.3000
1749757949.0570,0.0000,-0.0000,-0.0000,0.3000
1749757949.1733,0.0000,-0.0000,-0.0000,0.3000
1749757949.2906,0.0000,-0.0000,-0.0000,0.3000
1749757949.4078,0.0000,-0.0000,-0.0000,0.3000
1749757949.5259,0.0000,-0.0000,-0.0000,0.3000
1749757949.6414,0.0000,-0.0000,-0.0000,0.3000
1749757949.7587,0.0000,-0.0000,-0.0000,0.3000
1749757949.8769,0.0000,-0.0000,-0.0000,0.3000
1749757949.9924,0.0000,-0.0000,-0.0000,0.3000
1749757950.1024,0.0000,-0.0000,-0.0000,0.3000
1749757950.2142,0.0000,-0.0000,-0.0000,0.3000
1749757950.3342,0.0000,-0.0000,-0.0000,0.3000
1749757950.4674,0.0000,-0.0000,-0.0000,0.3000
1749757950.6096,0.0000,-0.0000,-0.0000,0.3000
1749757950.7300,0.0000,-0.0000,-0.0000,0.3000
1749757950.8485,0.0000,-0.0000,-0.0000,0.3000
1749757950.9587,0.0000,-0.0000,-0.0000,0.3000
1749757951.0675,0.0000,-0.0000,-0.0000,0.3000
1749757951.1838,0.0000,-0.0000,-0.0000,0.3000
1749757951.2969,0.0000,-0.0000,-0.0000,0.3000
1749757951.4293,0.0000,-0.0000,-0.0000,0.3000
1749757951.5615,0.0000,-0.0000,-0.0000,0.3000
1749757951.6859,0.0000,-0.0000,-0.0000,0.3000
1749757951.8027,0.0000,-0.0000,-0.0000,0.3000
1749757951.9161,0.0000,-0.0000,-0.0000,0.3000
1749757952.0350,0.0000,-0.0000,-0.0000,0.3000
1749757952.1544,0.0000,-0.0000,-0.0000,0.3000
1749757952.2707,0.0000,-0.0000,-0.0000,0.3000
1749757952.3908,0.0000,-0.0000,-0.0000,0.3000
1749757952.5073,0.0000,-0.0000,-0.0000,0.3000
1749757952.6237,0.0000,-0.0000,-0.0000,0.3000
1749757952.7356,0.0000,-0.0000,-0.0000,0.3000
1749757952.8532,0.0000,-0.0000,-0.0000,0.3000
1749757952.9769,0.0000,-0.0000,-0.0000,0.3000
1749757953.0945,0.0000,-0.0000,-0.0000,0.3000
1749757953.2155,0.0000,-0.0000,-0.0000,0.3000
1749757953.3377,0.0000,-0.0000,-0.0000,0.3000
1749757953.4584,0.0000,-0.0000,-0.0000,0.3000
1749757953.5828,0.0000,-0.0000,-0.0000,0.3000
1749757953.7105,0.0000,-0.0000,-0.0000,0.3000
1749757953.8474,0.0000,-0.0000,-0.0000,0.3000
1749757953.9650,0.0000,-0.0000,-0.0000,0.3000
1749757954.0849,0.0000,-0.0000,-0.0000,0.3000
1749757954.2336,0.0000,-0.0000,-0.0000,0.3000
1749757954.3976,0.0000,-0.0000,-0.0000,0.3000
1749757954.5354,0.0000,-0.0000,-0.0000,0.3000
1749757954.6749,0.0000,-0.0000,-0.0000,0.3000
1749757954.7973,0.0000,-0.0000,-0.0000,0.3000
1749757954.9096,0.0000,-0.0000,-0.0000,0.3000
1749757955.0248,0.0000,-0.0000,-0.0000,0.3000
1749757955.1412,0.0000,-0.0000,-0.0000,0.3000
1749757955.2584,0.0000,-0.0000,-0.0000,0.3000
1749757955.3686,0.0000,-0.0000,-0.0000,0.3000
1749757955.4804,0.0000,-0.0000,-0.0000,0.3000
1749757955.5915,0.0000,-0.0000,-0.0000,0.3000
1749757955.7088,0.0000,-0.0000,-0.0000,0.3000
1749757955.8302,0.0000,-0.0000,-0.0000,0.3000
1749757955.9396,0.0000,-0.0000,-0.0000,0.3000
1749757956.0496,0.0000,-0.0000,-0.0000,0.3000
1749757956.1874,0.0000,-0.0000,-0.0000,0.3000
1749757956.3470,0.0000,-0.0000,-0.0000,0.3000
1749757956.5034,0.0000,-0.0000,-0.0000,0.3000
1749757956.6168,0.0000,-0.0000,-0.0000,0.3000
1749757956.7392,0.0000,-0.0000,-0.0000,0.3000
1749757956.8518,0.0000,-0.0000,-0.0000,0.3000
1749757956.9940,0.0000,-0.0000,-0.0000,0.3000
1749757957.1172,0.0000,-0.0000,-0.0000,0.3000
1749757957.2413,0.0000,-0.0000,-0.0000,0.3000
1749757957.3554,0.0000,-0.0000,-0.0000,0.3000
1749757957.4758,0.0000,-0.0000,-0.0000,0.3000
1749757957.6070,0.0000,-0.0000,-0.0000,0.3000
1749757957.7248,0.0000,-0.0000,-0.0000,0.3000
1749757957.8457,0.0000,-0.0000,-0.0000,0.3000
1749757957.9580,0.0000,-0.0000,-0.0000,0.3000
1749757958.0747,0.0000,-0.0000,-0.0000,0.3000
1749757958.1892,0.0000,-0.0000,-0.0000,0.3000
1749757958.3206,0.0000,-0.0000,-0.0000,0.3000
1749757958.4377,0.0000,-0.0000,-0.0000,0.3000
1749757958.5514,0.0000,-0.0000,-0.0000,0.3000
1749757958.6600,0.0000,-0.0000,-0.0000,0.3000
1749757958.7790,0.0000,-0.0000,-0.0000,0.3000
1749757958.8957,0.0000,-0.0000,-0.0000,0.3000
1749757959.0286,0.0000,-0.0000,-0.0000,0.3000
1749757959.1487,0.0000,-0.0000,-0.0000,0.3000
1749757959.2615,0.0000,-0.0000,-0.0000,0.3000
1749757959.3820,0.0000,-0.0000,-0.0000,0.3000
1749757959.5056,0.0000,-0.0000,-0.0000,0.3000
1749757959.6392,0.0000,-0.0000,-0.0000,0.3000
1749757959.7597,0.0000,-0.0000,-0.0000,0.3000
1749757959.8739,0.0000,-0.0000,-0.0000,0.3000
1749757959.9853,0.0000,-0.0000,-0.0000,0.3000
1749757960.0966,0.0000,-0.0000,-0.0000,0.3000
1749757960.2086,0.0000,-0.0000,-0.0000,0.3000
1749757960.3220,0.0000,-0.0001,-0.0000,0.3000
1749757960.4411,0.0000,-0.0001,-0.0000,0.3000
1749757960.5582,0.0000,-0.0001,-0.0000,0.3000
1749757960.6732,0.0000,-0.0001,-0.0000,0.3000
1749757960.8020,0.0000,-0.0001,-0.0000,0.3000
1749757960.9159,-0.4309,-0.0001,0.1735,0.3000
1749757961.0300,3.0525,-0.0001,-0.8000,-0.3000
1749757961.1791,-3.0758,0.0009,0.8000,-0.3000
1749757961.2907,3.0717,0.0056,-0.8000,-0.3000
1749757961.4068,-3.0170,0.0052,0.8000,-0.3000
1749757961.5288,-3.0064,0.0075,0.8000,-0.3000
1749757961.6456,-3.0529,0.0064,0.8000,-0.3000
1749757961.7609,-3.0837,0.0091,0.8000,-0.3000
1749757961.8742,-2.9974,0.0190,0.8000,-0.3000
1749757961.9857,-3.1046,0.0327,0.8000,-0.3000
1749757962.1087,2.9682,0.0558,-0.8000,-0.3000
1749757962.2506,3.1297,0.0978,-0.8000,-0.3000
1749757962.3748,3.0356,0.1349,-0.8000,-0.3000
1749757962.5055,2.8818,0.1658,-0.8000,-0.3000
1749757962.6254,2.9516,0.1895,-0.8000,-0.3000
1749757962.7519,2.9900,0.2060,-0.8000,-0.3000
1749757962.8763,-3.0581,0.2162,0.8000,-0.3000
1749757962.9969,3.0652,0.2171,-0.8000,-0.3000
1749757963.1201,3.0656,0.2123,-0.8000,-0.3000
1749757963.2510,-3.1291,0.2111,0.8000,-0.3000
1749757963.3878,3.1412,0.2030,-0.8000,-0.3000
1749757963.5472,-3.1093,0.1873,0.8000,-0.3000
1749757963.7068,0.0144,0.1751,-0.0097,-0.3000
1749757963.8688,0.0162,0.1585,-0.0081,-0.3000
1749757964.0192,0.0179,0.1536,-0.0071,-0.3000
1749757964.1368,0.0191,0.1526,-0.0063,-0.3000
1749757964.2522,0.0201,0.1518,-0.0058,-0.3000
1749757964.3672,0.0212,0.1510,-0.0054,-0.3000
1749757964.4860,0.0223,0.1502,-0.0052,-0.3000
1749757964.5951,0.0233,0.1497,-0.0050,-0.3000
1749757964.7103,0.0243,0.1490,-0.0049,-0.3000
1749757964.8271,0.0254,0.1484,-0.0048,-0.3000
1749757964.9452,0.0264,0.1478,-0.0047,-0.3000
1749757965.0844,0.0276,0.1471,-0.0047,-0.3000
1749757965.2124,0.0286,0.1466,-0.0046,-0.3000
1749757965.3394,0.0295,0.1460,-0.0046,-0.3000
1749757965.4628,0.0306,0.1454,-0.0046,-0.3000
1749757965.5950,0.0315,0.1448,-0.0046,-0.3000
1749757965.7179,0.0324,0.1442,-0.0046,-0.3000
1749757965.8522,0.0335,0.1436,-0.0046,-0.3000
1749757965.9745,0.0343,0.1430,-0.0046,-0.3000
1749757966.0986,0.0352,0.1425,-0.0046,-0.3000
1749757966.2165,0.0360,0.1419,-0.0046,-0.3000
1749757966.3333,0.0368,0.1414,-0.0046,-0.3000
1749757966.4582,0.0376,0.1408,-0.0046,-0.3000
1749757966.5913,0.0385,0.1402,-0.0046,-0.3000
1749757966.7088,0.0393,0.1397,-0.0046,-0.3000
1749757966.8307,0.0400,0.1391,-0.0046,-0.3000
1749757966.9561,0.0407,0.1386,-0.0046,-0.3000
1749757967.0738,0.0414,0.1380,-0.0046,-0.3000
1749757967.1921,0.0421,0.1375,-0.0046,-0.3000
1749757967.3098,0.0428,0.1369,-0.0046,-0.3000
1749757967.4273,0.0435,0.1364,-0.0046,-0.3000
1749757967.5474,0.0442,0.1358,-0.0046,-0.3000
1749757967.6640,0.0447,0.1354,-0.0046,-0.3000
1749757967.7972,0.0454,0.1347,-0.0046,-0.3000
1749757967.9125,0.0461,0.1342,-0.0046,-0.3000
1749757968.0311,0.0467,0.1336,-0.0046,-0.3000
1749757968.1526,0.0473,0.1331,-0.0046,-0.3000
1749757968.2708,0.0478,0.1325,-0.0046,-0.3000
1749757968.3829,0.0483,0.1321,-0.0046,-0.3000
1749757968.5055,0.0489,0.1315,-0.0046,-0.3000
1749757968.6463,0.0495,0.1309,-0.0046,-0.3000
1749757968.7829,0.0501,0.1302,-0.0248,-0.3000
1749757968.8994,0.0507,0.1297,-0.0241,-0.3000
1749757969.0196,0.0512,0.1286,-0.0237,-0.3000
1749757969.1366,0.0517,0.1257,-0.0235,-0.3000
