time,desired_yaw,actual_yaw,w_command,v_command
1749757910.6809,0.0000,0.0000,-0.0000,0.3000
1749757910.9315,0.0000,0.0000,-0.0000,0.3000
1749757911.0394,0.0000,-0.0000,-0.0000,0.3000
1749757911.1480,0.0000,-0.0000,-0.0000,0.3000
1749757911.2590,0.0000,-0.0000,-0.0000,0.3000
1749757911.3777,0.0000,-0.0000,-0.0000,0.3000
1749757911.4847,0.0000,-0.0000,-0.0000,0.3000
1749757911.5945,0.0000,-0.0000,-0.0000,0.3000
1749757911.7046,0.0000,-0.0000,-0.0000,0.3000
1749757911.8212,0.0000,-0.0000,-0.0000,0.3000
1749757911.9407,0.0000,-0.0000,-0.0000,0.3000
1749757912.0493,0.0000,-0.0000,-0.0000,0.3000
1749757912.1553,0.0000,-0.0000,-0.0000,0.3000
1749757912.2627,0.0000,-0.0000,-0.0000,0.3000
1749757912.3730,0.0000,-0.0000,-0.0000,0.3000
1749757912.4976,0.0000,-0.0000,-0.0000,0.3000
1749757912.6103,0.0000,-0.0000,-0.0000,0.3000
1749757912.7163,0.0000,-0.0000,-0.0000,0.3000
1749757912.8271,0.0000,-0.0000,-0.0000,0.3000
1749757912.9639,0.0000,-0.0000,-0.0000,0.3000
1749757913.0846,0.0000,-0.0000,-0.0000,0.3000
1749757913.1904,0.0000,-0.0000,-0.0000,0.3000
1749757913.2958,0.0000,-0.0000,-0.0000,0.3000
1749757913.4000,0.0000,-0.0000,-0.0000,0.3000
1749757913.5355,0.0000,-0.0000,-0.0000,0.3000
1749757913.6813,0.0000,-0.0000,-0.0000,0.3000
1749757913.7942,0.0000,-0.0000,-0.0000,0.3000
1749757913.8987,0.0000,-0.0000,-0.0000,0.3000
1749757914.0124,0.0000,-0.0000,-0.0000,0.3000
1749757914.1303,0.0000,-0.0000,-0.0000,0.3000
1749757914.2470,0.0000,-0.0000,-0.0000,0.3000
1749757914.3605,0.0000,-0.0000,-0.0000,0.3000
1749757914.4954,0.0000,-0.0000,-0.0000,0.3000
1749757914.6062,0.0000,-0.0000,-0.0000,0.3000
1749757914.7207,0.0000,-0.0000,-0.0000,0.3000
1749757914.8277,0.0000,-0.0000,-0.0000,0.3000
